*Au+ Q  % XX344LF006.TextGrid
ubhukisha ub_0uk_>iSa  % XX077CM024.TextGrid XX077LM024.TextGrid XX134LF034.TextGrid XX218LF028.TextGrid XX304LF028.TextGrid XX355LF034.TextGrid
ubhukisha ub_0ukiSa  % XX225LF036.TextGrid
ubhukishe ub_0uk_>iSE  % XX001LF033.TextGrid XX033LF027.TextGrid XX096LM022.TextGrid XX324LF026.TextGrid
ubhuti ub_0ut_>i  % XX240LF027.TextGrid XX356LF027.TextGrid
ubisi ub_<isi  % XX222LM025.TextGrid XX318LM030.TextGrid
uboya ub_<Oja  % XX038LF021.TextGrid XX206LF027.TextGrid
ubuchule ub_<u|\_hulE  % XX023LF037.TextGrid XX396LM034.TextGrid
ubudala ub_<udala  % XX001LF005.TextGrid XX002LF005.TextGrid XX132LM005.TextGrid XX360LF005.TextGrid
ubudala ub_<ud_0ala  % XX039LM005.TextGrid XX161CF005.TextGrid
ubudala ub_<udal  % XX164CF005.TextGrid
ubudala ub_<ud_0al  % XX207LF005.TextGrid
ubukuyo ub_<uk_>uj  % XX243LF021.TextGrid
ubulele ub_<ulElE  % XX096LM034.TextGrid XX182LM034.TextGrid
ubutishalakazi ub_<ut_>iSalak_>azi  % XX341LF009.TextGrid
ubuyela ub_<ujEla  % XX318LM029.TextGrid XX384LM030.TextGrid
ubuyele ub_<ujElE  % XX270LF033.TextGrid
ubuyithetha ub_<ujit_hEt_ha  % XX173LM024.TextGrid XX177LF035.TextGrid XX186LM032.TextGrid XX200LF032.TextGrid XX300LM022.TextGrid XX351LM028.TextGrid XX361LM027.TextGrid XX388LF030.TextGrid
ubuyithetha ub_<ujit_hEt_h  % XX062LF023.TextGrid XX330LF027.TextGrid XX336CM033.TextGrid
ubuyithetha ub_<ujit_hE:t_ha  % XX174LM025.TextGrid
ubuyithetha ubuyit_hEt_ha  % XX382LM029.TextGrid
ucango u|\aNgO  % XX102CF036.TextGrid XX102CM036.TextGrid XX280LM025.TextGrid
uchaza u|\_haza  % XX031LF032.TextGrid XX123CF029.TextGrid
ucheba u|\_hEb_<a  % XX038LF021.TextGrid XX206LF027.TextGrid
ucinga u|\iNga  % XX234CM030.TextGrid
ucula u|\ula  % XX356LF027.TextGrid
ucwambu u|\wamb  % XX337LF026.TextGrid
ucwambu u|\wambu  % XX351LM031.TextGrid
udadewethu udadEwet_hu  % XX326LF025.TextGrid
udadewethu ud_0ad_0Ewet_h  % XX213LF038.TextGrid
udidi ud_0id_0i  % XX007LF232.TextGrid XX227LF025.TextGrid XX382LM030.TextGrid
udidi udidi  % XX314LF021.TextGrid
udwelise udwelisE  % XX037LF031.TextGrid
udyakalashe uJ\ak_>alaSE  % XX096LM034.TextGrid XX182LM034.TextGrid
ufefe ufEfE  % XX184LM031.TextGrid
ufuna ufuna  % XX029LF020.TextGrid XX033LF036.TextGrid XX062LF027.TextGrid XX087LM020.TextGrid XX102CF024.TextGrid XX211LM032.TextGrid XX241LF022.TextGrid XX400CF025.TextGrid
ufuna;inambari ufuninambari  % XX025LF019.TextGrid
ugawula ugawula  % XX340CF027.TextGrid
ugawulayo ugawulajO  % XX023LF025.TextGrid XX025LF038.TextGrid XX026LF024.TextGrid XX038LF025.TextGrid XX039LM028.TextGrid XX041LF024.TextGrid XX077LM034.TextGrid XX120LF024.TextGrid XX128LF035.TextGrid XX130LF032.TextGrid XX131LM037.TextGrid XX132LM032.TextGrid XX136LF022.TextGrid XX139LF027.TextGrid XX179LM032.TextGrid XX182LM021.TextGrid XX183LM021.TextGrid XX184LM032.TextGrid XX196LF029.TextGrid XX197LM025.TextGrid XX202LM030.TextGrid XX208CF038.TextGrid XX220LF137.TextGrid XX234CM035.TextGrid XX269LF023.TextGrid XX273LF023.TextGrid XX313CF025.TextGrid XX319CF026.TextGrid XX341LF032.TextGrid XX396LM029.TextGrid XX397LM037.TextGrid XX400CF023.TextGrid
ugawulayo uga-\ulajO  % XX001LF031.TextGrid XX011LF036.TextGrid XX013LF030.TextGrid XX016LM025.TextGrid XX047LM031.TextGrid XX058CF024.TextGrid XX064CF036.TextGrid XX069LF021.TextGrid XX075CM037.TextGrid XX115LF038.TextGrid XX116LF028.TextGrid XX151CM034.TextGrid XX152LM027.TextGrid XX155CM022.TextGrid XX156CF031.TextGrid XX167CF023.TextGrid XX170CF032.TextGrid XX172LM029.TextGrid XX173LM026.TextGrid
ugawulayo uga-\ulaj  % XX012LF032.TextGrid XX014LF032.TextGrid XX021CM023.TextGrid XX044CF021.TextGrid XX050CF029.TextGrid XX054CF022.TextGrid XX055LF021.TextGrid XX056CF028.TextGrid XX069LF022.TextGrid XX077CM034.TextGrid XX102CF032.TextGrid XX102CM032.TextGrid XX144CF025.TextGrid XX147CF021.TextGrid XX164CF021.TextGrid
ugawulayo ugawulaj  % XX174LM021.TextGrid XX180LM032.TextGrid XX209CF023.TextGrid XX210LM028.TextGrid XX211LM031.TextGrid XX213LF037.TextGrid XX215LF030.TextGrid XX218LF035.TextGrid XX245CF036.TextGrid XX268LM034.TextGrid
ugawulayo uga-\ulwajO  % XX162CF021.TextGrid
ugawulayo ugawulaw  % XX227LF038.TextGrid
ugawulayo OgaulajO  % XX067LF026.TextGrid
ugawulayo' ugawulajO  % XX131LM131.TextGrid
ugcada u|\_vad_0a  % XX147CF025.TextGrid
ugcada u|\_vada  % XX167CF034.TextGrid
ugqiba u!\_vib_<a  % XX338CM027.TextGrid
ugqibeleni u!\_vib_<Ele:ni  % XX355LF022.TextGrid
ugqirha u!\_vixa  % XX172LM036.TextGrid
uhambelana h\ambElana  % XX100LM128.TextGrid
uhlafuna uKafuna  % XX365LM034.TextGrid
ujinga ud-\ZiNga  % XX002LF025.TextGrid XX111LF023.TextGrid XX225LF025.TextGrid
ukhakhiwa uk_hak_hiwa  % XX213LF037.TextGrid
ukhohlakele k_hOKak_>ElE  % XX039LM029.TextGrid
ukhona uk_hOna  % XX016LM023.TextGrid XX113LF036.TextGrid XX128LF038.TextGrid
ukonqena uk_>O!\~Ena  % XX397LM037.TextGrid
ukoyika uk_>ojik_>a  % XX007LF236.TextGrid XX064CF021.TextGrid XX064CF022.TextGrid
ukrakra uk-\x_>ak-\x_>a  % XX312LM026.TextGrid
ukrakrayo uk-\x_>ak-\x_>ajO  % XX312LM026.TextGrid
uku0nqena uk_>u0!\~Ena  % XX069LF022.TextGrid XX152LM027.TextGrid
uku0nqongophala uk_>u0!\~ONgOp_hala  % XX218LF035.TextGrid
uku0qala uk_>u0!\ala  % XX162CF036.TextGrid
uku0xanduva uk_>u0|\|\anduva  % XX115LF038.TextGrid
ukuba uk_>ub_<a  % XX001LF033.TextGrid XX012LF027.TextGrid XX014LF022.TextGrid XX029LF020.TextGrid XX033LF027.TextGrid XX035LF033.TextGrid XX039LM031.TextGrid XX064CF021.TextGrid XX064CF025.TextGrid XX072LF024.TextGrid XX074LF036.TextGrid XX082LF026.TextGrid XX096LM022.TextGrid XX102CF024.TextGrid XX103LM030.TextGrid XX108LM025.TextGrid XX131LM121.TextGrid XX131LM125.TextGrid XX151CM031.TextGrid XX161CF030.TextGrid XX161CF034.TextGrid XX167CF036.TextGrid XX167CF037.TextGrid XX202LM037.TextGrid XX240LF036.TextGrid XX259LM027.TextGrid XX269LF031.TextGrid XX298LF021.TextGrid XX311CM032.TextGrid XX316LM023.TextGrid XX319CF033.TextGrid XX324LF026.TextGrid XX335CM026.TextGrid XX341LF033.TextGrid XX344LF031.TextGrid XX389LF020.TextGrid XX400CF025.TextGrid
ukuba uk_>u:b_<a  % XX172LM033.TextGrid
ukuba b_<a  % XX097LM019.TextGrid
ukubhukishela uk_>ub_0uk_>iSEla  % XX058CF021.TextGrid XX087LM023.TextGrid XX100LM133.TextGrid XX150LF036.TextGrid XX268LM026.TextGrid XX270LF029.TextGrid XX384LM021.TextGrid
ukubuyela uk_>ub_<ujEla  % XX116LF038.TextGrid XX116LM021.TextGrid XX180LM031.TextGrid XX271LF030.TextGrid XX324LF033.TextGrid
ukubuza uk_>ub_<uza  % XX124LM036.TextGrid XX132LM030.TextGrid XX193LM025.TextGrid XX400CF033.TextGrid
ukucima uk_>u|\ima  % XX053LM022.TextGrid XX098LF021.TextGrid XX196LF031.TextGrid XX200LF031.TextGrid XX271LF026.TextGrid XX319CF021.TextGrid XX323LF020.TextGrid XX356LF022.TextGrid
ukudlula uk_>uK\ula  % XX243LF023.TextGrid
ukufunda uk_>ufunda  % XX084LM025.TextGrid XX186LM021.TextGrid
ukufunda uk_>funda  % XX365LM031.TextGrid
ukugolosa uk_>ugOlOsa  % XX098LF020.TextGrid
ukukhangela uk_>uk_haNgEla  % XX106LF028.TextGrid XX207LF036.TextGrid XX337LF023.TextGrid
ukukhangela uk_>uk_haNgE:la  % XX170CF027.TextGrid
ukulwa uk_>ulwa  % XX152LM027.TextGrid
ukundalusa uk_>undalus  % XX211LM032.TextGrid
ukungabi uNgab_<i  % XX173LM019.TextGrid
ukungqongophala uk_>u!\_v~ONgOp_hala  % XX170CF032.TextGrid
ukunqena uk_>u!\~Ena  % XX001LF031.TextGrid XX011LF036.TextGrid XX013LF030.TextGrid XX014LF032.TextGrid XX021CM023.TextGrid XX023LF025.TextGrid XX025LF038.TextGrid XX026LF024.TextGrid XX038LF025.TextGrid XX039LM028.TextGrid XX041LF024.TextGrid XX044CF021.TextGrid XX047LM031.TextGrid XX050CF029.TextGrid XX054CF022.TextGrid XX056CF028.TextGrid XX058CF024.TextGrid XX064CF036.TextGrid XX067LF026.TextGrid XX069LF021.TextGrid XX075CM037.TextGrid XX077CM034.TextGrid XX077LM034.TextGrid XX102CF032.TextGrid XX102CM032.TextGrid XX115LF038.TextGrid XX116LF028.TextGrid XX120LF024.TextGrid XX128LF035.TextGrid XX130LF032.TextGrid XX131LM037.TextGrid XX131LM131.TextGrid XX132LM032.TextGrid XX136LF022.TextGrid XX139LF027.TextGrid XX144CF025.TextGrid XX147CF021.TextGrid XX151CM034.TextGrid XX155CM022.TextGrid XX156CF031.TextGrid XX161CF021.TextGrid XX162CF021.TextGrid XX164CF021.TextGrid XX167CF023.TextGrid XX170CF032.TextGrid XX172LM029.TextGrid XX173LM026.TextGrid XX174LM021.TextGrid XX180LM032.TextGrid XX182LM021.TextGrid XX183LM021.TextGrid XX184LM032.TextGrid XX196LF029.TextGrid XX197LM025.TextGrid XX202LM030.TextGrid XX208CF038.TextGrid XX209CF023.TextGrid XX210LM028.TextGrid XX211LM031.TextGrid XX213LF037.TextGrid XX218LF035.TextGrid XX220LF137.TextGrid XX227LF038.TextGrid XX234CM035.TextGrid XX245CF036.TextGrid XX273LF023.TextGrid XX313CF025.TextGrid XX319CF026.TextGrid XX340CF027.TextGrid XX341LF032.TextGrid XX396LM029.TextGrid XX400CF023.TextGrid
ukunqena uk_>O!\~Ena  % XX016LM025.TextGrid XX269LF023.TextGrid
ukunqena k_>u!\~Ena  % XX179LM032.TextGrid
ukunqena uk_>uNgEna  % XX012LF032.TextGrid
ukunqena uNgO!\~Ena  % XX268LM034.TextGrid
ukunqo0ngophala uk_>u!\~O0NgOp_hala  % XX077CM034.TextGrid
ukunqongophala uk_>u!\~ONgOp_hala  % XX001LF031.TextGrid XX011LF036.TextGrid XX012LF032.TextGrid XX013LF030.TextGrid XX014LF032.TextGrid XX016LM025.TextGrid XX021CM023.TextGrid XX023LF025.TextGrid XX025LF038.TextGrid XX026LF024.TextGrid XX038LF025.TextGrid XX039LM028.TextGrid XX041LF024.TextGrid XX044CF021.TextGrid XX047LM031.TextGrid XX054CF022.TextGrid XX055LF021.TextGrid XX056CF028.TextGrid XX058CF024.TextGrid XX064CF036.TextGrid XX069LF021.TextGrid XX069LF022.TextGrid XX075CM037.TextGrid XX077LM034.TextGrid XX102CF032.TextGrid XX102CM032.TextGrid XX115LF038.TextGrid XX116LF028.TextGrid XX120LF024.TextGrid XX128LF035.TextGrid XX130LF032.TextGrid XX131LM037.TextGrid XX131LM131.TextGrid XX132LM032.TextGrid XX136LF022.TextGrid XX139LF027.TextGrid XX144CF025.TextGrid XX147CF021.TextGrid XX151CM034.TextGrid XX155CM022.TextGrid XX156CF031.TextGrid XX161CF021.TextGrid XX162CF021.TextGrid XX164CF021.TextGrid XX172LM029.TextGrid XX173LM026.TextGrid XX174LM021.TextGrid XX183LM021.TextGrid XX184LM032.TextGrid XX196LF029.TextGrid XX197LM025.TextGrid XX202LM030.TextGrid XX208CF038.TextGrid XX209CF023.TextGrid XX210LM028.TextGrid XX211LM031.TextGrid XX213LF037.TextGrid XX215LF030.TextGrid XX220LF137.TextGrid XX227LF038.TextGrid XX234CM035.TextGrid XX245CF036.TextGrid XX268LM034.TextGrid XX273LF023.TextGrid XX311CM029.TextGrid XX313CF025.TextGrid XX319CF026.TextGrid XX340CF027.TextGrid XX341LF032.TextGrid XX396LM029.TextGrid XX400CF023.TextGrid
ukunqongophala k_>u!\~ONgOp_hala  % XX067LF026.TextGrid
ukunqongophala uk_>!\~ONgOp_hala  % XX180LM032.TextGrid
ukunqongophala uk_>u!\~ONgOp_ha:la  % XX167CF023.TextGrid
ukunqongophala u!\~ONgOp_hala  % XX179LM032.TextGrid
ukunqongqophala uk_>u!\~O!\_v~Op_hala  % XX397LM037.TextGrid
ukuphuhliswa uk_>up_huKiswa  % XX056CF028.TextGrid
ukuqala uk_>u!\ala  % XX002LF027.TextGrid XX031LF020.TextGrid XX098LF036.TextGrid XX117LF027.TextGrid XX164CF036.TextGrid XX202LM022.TextGrid XX220LF121.TextGrid XX220LF125.TextGrid XX222LM031.TextGrid XX389LF032.TextGrid
ukuqhubekela uk_>u!\_hub_<Ek_>Ela  % XX047LM036.TextGrid XX143LM028.TextGrid XX261LM027.TextGrid
ukuqhubekela uk_>!\_hub_<Ek_>Ela  % XX261LM027.TextGrid
ukuqinise0kisa uk_>u!\inise0k_>isa  % XX339CM033.TextGrid
ukuqiniseka uk_>u!\inisEk_>a  % XX385LF031.TextGrid
ukuqinisekisa uk_>u!\inisek_>isa  % XX114LM036.TextGrid XX115LF027.TextGrid XX144CF038.TextGrid XX221LF035.TextGrid
ukuqinisekisa uk_>!\inisek_>isa  % XX365LM028.TextGrid
ukuqonda uk_>u!\Onda  % XX103LM031.TextGrid XX213LF035.TextGrid XX218LF024.TextGrid XX220LF021.TextGrid XX220LF024.TextGrid
ukusela uk_>usEla  % XX196LF030.TextGrid
ukusetyenzisa uk_>usEc_>end-\zisa  % XX202LM030.TextGrid
ukusetyenziswa uk_>usEc_>end-\ziswa  % XX001LF031.TextGrid XX011LF036.TextGrid XX012LF032.TextGrid XX013LF030.TextGrid XX014LF032.TextGrid XX016LM025.TextGrid XX021CM023.TextGrid XX023LF025.TextGrid XX025LF038.TextGrid XX026LF024.TextGrid XX038LF025.TextGrid XX039LM028.TextGrid XX041LF024.TextGrid XX044CF021.TextGrid XX047LM031.TextGrid XX050CF029.TextGrid XX054CF022.TextGrid XX056CF028.TextGrid XX058CF024.TextGrid XX064CF036.TextGrid XX067LF026.TextGrid XX069LF021.TextGrid XX069LF022.TextGrid XX075CM037.TextGrid XX077CM034.TextGrid XX077LM034.TextGrid XX102CF032.TextGrid XX102CM032.TextGrid XX115LF038.TextGrid XX116LF028.TextGrid XX120LF024.TextGrid XX128LF035.TextGrid XX130LF032.TextGrid XX131LM037.TextGrid XX131LM131.TextGrid XX132LM032.TextGrid XX136LF022.TextGrid XX139LF027.TextGrid XX144CF025.TextGrid XX147CF021.TextGrid XX151CM034.TextGrid XX152LM027.TextGrid XX156CF031.TextGrid XX161CF021.TextGrid XX162CF021.TextGrid XX164CF021.TextGrid XX167CF023.TextGrid XX170CF032.TextGrid XX172LM029.TextGrid XX173LM026.TextGrid XX174LM021.TextGrid XX182LM021.TextGrid XX183LM021.TextGrid XX184LM032.TextGrid XX196LF029.TextGrid XX197LM025.TextGrid XX208CF038.TextGrid XX211LM031.TextGrid XX215LF030.TextGrid XX218LF035.TextGrid XX234CM035.TextGrid XX269LF023.TextGrid XX311CM029.TextGrid XX313CF025.TextGrid XX319CF026.TextGrid XX340CF027.TextGrid XX341LF032.TextGrid XX396LM029.TextGrid XX397LM037.TextGrid XX400CF023.TextGrid
ukusetyenziswa uk_>usEc_>enswa  % XX209CF023.TextGrid XX213LF037.TextGrid XX273LF023.TextGrid
ukusetyenziswa k_>sEc_>end-\ziswa  % XX055LF021.TextGrid
ukusetyenziswa ak_>usEc_>end-\ziswa  % XX227LF038.TextGrid
ukusetyenziswa k_>usEc_>end-\zis  % XX180LM032.TextGrid
ukusetyenziswa k_>usEc_>end-\ziswa  % XX210LM028.TextGrid
ukusetyenziswa usEc_>end-\ziswa  % XX268LM034.TextGrid
ukusetyenziswa uk_>sEc_>end-\ziswa  % XX220LF137.TextGrid
ukusithetha uk_>usit_hEt_ha  % XX147CF030.TextGrid XX206LF024.TextGrid
ukusithetha uk_>ust_hEt_h  % XX090LM020.TextGrid
ukusiva usiva  % XX262LM017.TextGrid
ukususela uk_>ususEla  % XX004CF030.TextGrid XX037LF031.TextGrid XX261LM023.TextGrid XX294LM029.TextGrid
ukuthetha uk_>ut_hEt_ha  % XX090LM020.TextGrid XX091LM034.TextGrid XX131LM034.TextGrid XX143LM021.TextGrid XX147CF030.TextGrid XX175LM029.TextGrid XX206LF024.TextGrid XX282LF028.TextGrid XX350LM026.TextGrid
ukuthini uk_>ut_hini  % XX339CM019.TextGrid
ukutshintsha uk_>ut-\S_hint-\S_ha  % XX025LF022.TextGrid XX047LM024.TextGrid XX184LM022.TextGrid XX240LF026.TextGrid
ukutshintsha uk_>ut-\S_hiJt-\Sa  % XX258LM022.TextGrid XX326LF032.TextGrid
ukutshintsha uk_>ut-\S_hi:Jt-\Sa  % XX262LM036.TextGrid
ukutya uk_>uc_>a  % XX044CF021.TextGrid XX044CF022.TextGrid XX174LM037.TextGrid
ukuya uk_>uja  % XX004CF030.TextGrid XX029LF020.TextGrid XX031LF035.TextGrid XX033LF036.TextGrid XX037LF031.TextGrid XX062LF027.TextGrid XX087LM020.TextGrid XX102CF024.TextGrid XX103LM027.TextGrid XX191LM001.TextGrid XX209CF038.TextGrid XX241LF022.TextGrid XX261LM023.TextGrid XX269LF031.TextGrid XX275LM029.TextGrid XX294LM029.TextGrid XX300LM028.TextGrid XX318LM026.TextGrid XX334CM022.TextGrid XX340CF024.TextGrid XX400CF025.TextGrid
ukuyicima uk_>uji|\ima  % XX206LF036.TextGrid XX270LF023.TextGrid XX348LM020.TextGrid XX359LF020.TextGrid
ukuyicima uk_>uji|\ima:  % XX170CF021.TextGrid
ukwakha uk_>wak_ha  % XX179LM026.TextGrid XX179LM030.TextGrid
ukwakhiwa uk_>wak_hiwa  % XX001LF031.TextGrid XX011LF036.TextGrid XX012LF032.TextGrid XX013LF030.TextGrid XX014LF032.TextGrid XX021CM023.TextGrid XX023LF025.TextGrid XX025LF038.TextGrid XX026LF024.TextGrid XX038LF025.TextGrid XX039LM028.TextGrid XX041LF024.TextGrid XX044CF021.TextGrid XX047LM031.TextGrid XX050CF029.TextGrid XX054CF022.TextGrid XX055LF021.TextGrid XX056CF028.TextGrid XX058CF024.TextGrid XX064CF036.TextGrid XX067LF026.TextGrid XX069LF021.TextGrid XX069LF022.TextGrid XX077CM034.TextGrid XX077LM034.TextGrid XX102CF032.TextGrid XX102CM032.TextGrid XX115LF038.TextGrid XX116LF028.TextGrid XX120LF024.TextGrid XX128LF035.TextGrid XX131LM037.TextGrid XX131LM131.TextGrid XX136LF022.TextGrid XX139LF027.TextGrid XX144CF025.TextGrid XX147CF021.TextGrid XX151CM034.TextGrid XX155CM022.TextGrid XX156CF031.TextGrid XX162CF021.TextGrid XX164CF021.TextGrid XX170CF032.TextGrid XX172LM029.TextGrid XX173LM026.TextGrid XX174LM021.TextGrid XX179LM032.TextGrid XX180LM032.TextGrid XX182LM021.TextGrid XX183LM021.TextGrid XX196LF029.TextGrid XX197LM025.TextGrid XX202LM030.TextGrid XX208CF038.TextGrid XX209CF023.TextGrid XX210LM028.TextGrid XX211LM031.TextGrid XX215LF030.TextGrid XX218LF035.TextGrid XX220LF137.TextGrid XX227LF038.TextGrid XX234CM035.TextGrid XX245CF036.TextGrid XX268LM034.TextGrid XX269LF023.TextGrid XX273LF023.TextGrid XX311CM029.TextGrid XX313CF025.TextGrid XX319CF026.TextGrid XX340CF027.TextGrid XX341LF032.TextGrid XX396LM029.TextGrid XX397LM037.TextGrid XX400CF023.TextGrid
ukwakhiwa k_>wak_hiwa  % XX016LM025.TextGrid XX075CM037.TextGrid XX184LM032.TextGrid
ukwakhiwa uk_>wak_>iwa  % XX130LF032.TextGrid
ukwakhiwa uk_>wak_hi:wa  % XX167CF023.TextGrid
ukwakwiwa uk_>wak_>wiwa  % XX132LM032.TextGrid
ukwazi uk_>wazi  % XX044CF037.TextGrid XX245CF021.TextGrid XX303LF036.TextGrid XX312LM035.TextGrid XX318LM031.TextGrid XX332LF026.TextGrid
ulindele ulindElE  % XX272LF026.TextGrid
uloliwe uloliwE  % XX146LM036.TextGrid XX173LM025.TextGrid XX335CM027.TextGrid
uluhlu uluKu  % XX001LF034.TextGrid XX012LF026.TextGrid XX023LF023.TextGrid XX039LM035.TextGrid XX102CF030.TextGrid XX102CM030.TextGrid XX106LF030.TextGrid XX177LF025.TextGrid XX239LF029.TextGrid XX241LF023.TextGrid XX241LF028.TextGrid XX258LM035.TextGrid XX294LM024.TextGrid XX304LF025.TextGrid XX311CM025.TextGrid XX313CF030.TextGrid
uluhlu ulu:Ku  % XX152LM025.TextGrid
ulungiso uluNgisO  % XX100LM127.TextGrid XX313CF035.TextGrid
ulungiso-moya uluNgisOmOja  % XX348LM032.TextGrid
ulwazi ulwazi  % XX039LM038.TextGrid XX058CF026.TextGrid XX173LM023.TextGrid XX188LM022.TextGrid XX221LF029.TextGrid XX336CM028.TextGrid XX397LM021.TextGrid XX397LM025.TextGrid
ulwazi ulwaz  % XX144CF024.TextGrid XX269LF022.TextGrid
ulwazi ulwaz@  % XX147CF034.TextGrid
ulwazi ulwa:z  % XX172LM025.TextGrid
ulwimi ulwimi  % XX138CM008.TextGrid XX174LM008.TextGrid XX301LF008.TextGrid XX355LF008.TextGrid XX359LF008.TextGrid XX360LF008.TextGrid
ulwumi ulwumi  % XX131LM008.TextGrid
umGqibelo um!\_vib_<ElO  % XX131LM036.TextGrid
umakazi umak_>azi  % XX238LM022.TextGrid
umalume umalumE  % XX024LM021.TextGrid XX339CM020.TextGrid XX340CF036.TextGrid
umama umama  % XX079CF038.TextGrid XX086LM030.TextGrid XX144CF027.TextGrid XX173LM035.TextGrid XX350LM022.TextGrid XX397LM026.TextGrid
umamela umamEla  % XX222LM023.TextGrid
umashini umaSini  % XX131LM028.TextGrid
umbanjwa umband-\Zwa  % XX183LM028.TextGrid
umbanjwa m=b_<aJdZwa  % XX268LM025.TextGrid
umbanjwa um=b_<aJd-\Zwa  % XX047LM023.TextGrid
umbona umbO:na  % XX299LF030.TextGrid
umbona umbOn  % XX275LM021.TextGrid
umcoci um=|\o|\  % XX377LM032.TextGrid
umcoci um|\o|\i  % XX325LF026.TextGrid
umdlali um=K\ali  % XX271LF033.TextGrid XX355LF032.TextGrid
umdlali umK\ali  % XX023LF027.TextGrid
umdlalo um=K\alO  % XX188LM028.TextGrid XX268LM035.TextGrid
umdyarho um=J\axO  % XX073LM033.TextGrid XX182LM038.TextGrid XX344LF021.TextGrid
umfama umfama  % XX206LF027.TextGrid
umfama um=fama  % XX038LF021.TextGrid
umfanekiso umfanek_>isO  % XX002LF025.TextGrid XX111LF023.TextGrid XX175LM020.TextGrid XX175LM023.TextGrid XX225LF025.TextGrid XX400CF035.TextGrid
umfanekiso um=fanek_>isO  % XX210LM031.TextGrid
umfazi um=fazi  % XX015LF035.TextGrid XX084LM033.TextGrid XX162CF031.TextGrid XX208LF027.TextGrid XX209CF021.TextGrid
umfazi umfazi  % XX164CF031.TextGrid XX208CF032.TextGrid
umfazi mfazi  % XX033LF023.TextGrid
umfundi umfundi  % XX155CM029.TextGrid
umfundisi um=fundisi  % XX184LM031.TextGrid XX239LF035.TextGrid XX264LM022.TextGrid
umganyana um=gaJana  % XX116LF030.TextGrid XX116LM024.TextGrid
umhla um=Ka  % XX000LF022.TextGrid XX000LF121.TextGrid XX000LF122.TextGrid XX002LF022.TextGrid XX007LF120.TextGrid XX021CM022.TextGrid XX054CF036.TextGrid XX063LF006.TextGrid XX064CF037.TextGrid XX069LF030.TextGrid XX075CM032.TextGrid XX093LF035.TextGrid XX094LF006.TextGrid XX094LF022.TextGrid XX095LF021.TextGrid XX100LM020.TextGrid XX100LM023.TextGrid XX102CM021.TextGrid XX114LM014.TextGrid XX120LF027.TextGrid XX147CF023.TextGrid XX147CF033.TextGrid XX152LF025.TextGrid XX152LF029.TextGrid XX155CM034.TextGrid XX156CF025.TextGrid XX162CF007.TextGrid XX164CF006.TextGrid XX179LM021.TextGrid XX179LM028.TextGrid XX184LM022.TextGrid XX191LM036.TextGrid XX193LM028.TextGrid XX193LM036.TextGrid XX197LM035.TextGrid XX202LF033.TextGrid XX208CF027.TextGrid XX210LM035.TextGrid XX210LM037.TextGrid XX212LF029.TextGrid XX213LF014.TextGrid XX213LF027.TextGrid XX213LF030.TextGrid XX215LF031.TextGrid XX215LF038.TextGrid XX218LF023.TextGrid XX218LF027.TextGrid XX220LF021.TextGrid XX220LF026.TextGrid XX220LF027.TextGrid XX222LM014.TextGrid XX241LF036.TextGrid XX258LM022.TextGrid XX262LM014.TextGrid XX262LM036.TextGrid XX269LF021.TextGrid XX269LF033.TextGrid XX270LF036.TextGrid XX273LF026.TextGrid XX273LF028.TextGrid XX312LM024.TextGrid XX326LF032.TextGrid XX339CM035.TextGrid XX359LF006.TextGrid
umhla umKa  % XX000CF014.TextGrid XX000LF028.TextGrid XX002LF014.TextGrid XX013LF006.TextGrid XX025LF022.TextGrid XX026LF014.TextGrid XX039LM006.TextGrid XX044CF021.TextGrid XX047LM024.TextGrid XX064CF030.TextGrid XX075CM006.TextGrid XX075CM038.TextGrid XX077LM036.TextGrid XX093LF020.TextGrid XX096LM006.TextGrid XX096LM031.TextGrid XX100LM014.TextGrid XX100LM123.TextGrid XX118LF014.TextGrid XX123CF030.TextGrid XX130LF022.TextGrid XX130LF029.TextGrid XX132LM006.TextGrid XX132LM021.TextGrid XX136LF026.TextGrid XX136LF034.TextGrid XX144CF029.TextGrid XX144CF035.TextGrid XX151CM006.TextGrid XX156CF036.TextGrid XX161CF027.TextGrid XX162CF026.TextGrid XX164CF026.TextGrid XX167CF035.TextGrid XX173LM021.TextGrid XX173LM033.TextGrid XX179LM026.TextGrid XX191LM001.TextGrid XX191LM029.TextGrid XX208CF024.TextGrid XX212LF037.TextGrid XX220LF023.TextGrid XX240LF026.TextGrid XX241LF035.TextGrid XX310LM020.TextGrid XX312LM021.TextGrid XX312LM036.TextGrid XX318LM006.TextGrid XX334CM006.TextGrid XX339CM014.TextGrid XX339CM026.TextGrid XX340CF033.TextGrid XX340CF038.TextGrid XX360LF006.TextGrid XX360LF020.TextGrid XX384LM024.TextGrid XX400CF037.TextGrid XX400CF038.TextGrid
